exercise_name,matched_video_title,video_url,confidence,needs_review
feet elevated yoga push up,Elevated Yoga Push Up,https://www.youtube.com/watch?v=qBnftxCj6c8,0.80,TRUE
speed bench press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.56,TRUE
Cable tricep extensions,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.61,TRUE
reverse hypers,Reverse Hyper,https://www.youtube.com/watch?v=jDvpy4D_32M,0.57,TRUE
DB loaded reverse lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.75,TRUE
ENG hip External Rotations,ENG Hip External Rotations,https://www.youtube.com/watch?v=27NZ79rNFco,1.00,false
walking lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.42,TRUE
speed ssb box squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,0.80,TRUE
prone frc swimmer,,,0.00,TRUE
Speed sumo deadlift,Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ,0.67,TRUE
seated high cable pull,High Cable Pull,https://www.youtube.com/watch?v=3694cgLt5aI,0.72,TRUE
sa db row from bench,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.67,TRUE
prone banded hamstring curls,Prone Banded Hamstring Curl,https://www.youtube.com/watch?v=Wxduvzpm_wA,0.75,TRUE
standing hammer curls,DB Hammer Curls,https://www.youtube.com/watch?v=ESj6wvb-qyk,0.55,TRUE
DB loaded reverse lunges,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.53,TRUE
multi grip bench press,Multi Grip Bench Press,https://www.youtube.com/watch?v=l_Riw2NovEk,1.00,false
DB Side Bend,DB Side Bend,https://www.youtube.com/watch?v=zeYcJfyHcII,1.00,false
front foot elevated db split squat,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.69,TRUE
T-spine windmill w/foam roller,Windmill Stretch with Foam Roller,https://www.youtube.com/watch?v=wUc-V64oSnE,0.46,TRUE
Seated broad jump,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,1.00,false
Quadruped Shoulder Cars,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,1.00,false
t spine mobs from bench,T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM,0.58,TRUE
lateral lunge with plate raise,Lateral Lunge with Plate Push,https://www.youtube.com/watch?v=ql18x-ECXRs,0.70,TRUE
TRX Ys,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.68,TRUE
Body Saws,,,0.00,TRUE
loaded shoulder cars,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,0.76,TRUE
1 arm t prone trap raise,,,0.00,TRUE
ENG hip External Rotation,ENG Hip External Rotations,https://www.youtube.com/watch?v=27NZ79rNFco,0.75,TRUE
banded oh press,Banded OH Shoulder Press,https://www.youtube.com/watch?v=0zc-IfZUy74,0.73,TRUE
body saw,,,0.00,TRUE
shoulder extension holds,Shoulder Touches,https://www.youtube.com/watch?v=VPEt_3OrTPo,0.37,TRUE
bb seal row,BB Seal Row,https://www.youtube.com/watch?v=12y8LwIpGoo,1.00,false
Seated Hip IR's w/foam roller,,,0.00,TRUE
Shoulder Car,Prone Shoulder CARS,https://www.youtube.com/watch?v=PSBuRCxqmrc,0.83,TRUE
no hands leg raises,Leg Raises,https://www.youtube.com/watch?v=JqSZtj44_R0,0.51,TRUE
loaded v ups,,,0.00,TRUE
Shoulder ER Pails/Rails,Pails/Rails,https://www.youtube.com/watch?v=ryKSc3QFXJo,0.49,TRUE
bw lateral lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.62,TRUE
kneeling t spine rotations,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.65,TRUE
Seated SA Cable Row w/Rotation,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.44,TRUE
chin up,Chin Up,https://www.youtube.com/watch?v=PiUUPq3mRvQ,1.00,false
low incline db press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.62,TRUE
inch worm,Inch Worms,https://www.youtube.com/watch?v=ktQHi5Uwt90,0.56,TRUE
Prone Hip Cars,Prone Shoulder CARS,https://www.youtube.com/watch?v=PSBuRCxqmrc,0.74,TRUE
sa lat db row,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.82,TRUE
Kneeling T-spine Rotations,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.65,TRUE
prone OH shoulder press,Banded OH Shoulder Press,https://www.youtube.com/watch?v=0zc-IfZUy74,0.69,TRUE
Thoracic Bridge,,,0.00,TRUE
SA Cable Tricep Extensions,SA Cable Tricep Pushdown,https://www.youtube.com/watch?v=Yu5oL17nb4s,0.69,TRUE
baseball sprint,,,0.00,TRUE
BB Bench Press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.62,TRUE
sl adductor dips,Single Leg Hops,https://www.youtube.com/watch?v=afPTCjMfbbI,0.47,TRUE
SL hip flexion w KB,Kneeling SL Hip ER / IR Hovers With KB,https://www.youtube.com/watch?v=rv_dPZw-7uw,0.47,TRUE
FRC swimmers,,,0.00,TRUE
Speed Sumo Deadlift (Barbell),Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ,0.49,TRUE
SL Hamstring Curl Machine,SL Hamstring Curl,https://www.youtube.com/watch?v=RTzXIh9FGeU,0.78,TRUE
ssb back squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,0.72,TRUE
ssb box squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,1.00,false
t spine extension from bench,T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM,0.81,TRUE
DB Rfess,DB Curl,https://www.youtube.com/watch?v=Q2qR-dXx2r8,0.46,TRUE
Seated OH DB press,Seated OH DB Press With Turn,https://www.youtube.com/watch?v=B5DH6_5O8ik,0.82,TRUE
Seated Hip IR's with ankle weight,,,0.00,TRUE
low cable upright row,Low Cable Pull,https://www.youtube.com/watch?v=lvD3ebJr5m0,0.45,TRUE
sl lateral squat,Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk,1.00,false
SL Box Jumps,Single Leg Lateral Box Jumps,https://www.youtube.com/watch?v=rFsQR2zVbKI,0.77,TRUE
conventional db rdls,Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI,0.38,TRUE
bike,Bike,https://www.youtube.com/watch?v=pZdGXKCcWTA,1.00,false
sl mb hip lift w/knee flexion,SL Weighted Knee Tuck,https://www.youtube.com/watch?v=FM9JbYP4zKw,0.39,TRUE
hip er flexion PRH's,,,0.00,TRUE
SL box jump,Single Leg Box Jump,https://www.youtube.com/watch?v=B_18GKuVs0k,1.00,false
Backwards Walk Juggle,Backwards Sled Walk,https://www.youtube.com/watch?v=HEzFW71WcOI,0.53,TRUE
half kneeling sa high cable row,Chest Supported High Cable SA Row,https://www.youtube.com/watch?v=I3Ew1IThyV0,0.45,TRUE
half kneeling open t spine rotations,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.49,TRUE
Seated Low Cable Pulls,Low Cable Pull,https://www.youtube.com/watch?v=lvD3ebJr5m0,0.49,TRUE
waiter walk,KB Waiter Walk Sled Walk,https://www.youtube.com/watch?v=Fn4yfjiX1CU,0.44,TRUE
Front foot elevated POGO hops,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.49,TRUE
seated box jump,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.63,TRUE
loaded box jump,45% Box Jump,https://www.youtube.com/watch?v=EVaKeSztA6A,0.54,TRUE
standing hip cars,Standing Hip CAR,https://www.youtube.com/watch?v=J-6TMrUwgYc,1.00,false
sumo deadlift,Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ,1.00,false
3 way ab wheel,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,0.53,TRUE
unilateral db farmers walk,SA DB Farmer Walk,https://www.youtube.com/watch?v=5w5wtmu4Zq8,0.46,TRUE
DB RFESS ipsilateral load,,,0.00,TRUE
SL Lateral Squat from box,Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk,0.69,TRUE
SA DB Bench Press,SA DB Bench Press,https://www.youtube.com/watch?v=hHs_qMPfkaU,1.00,false
controlled bear crawl,Bear Crawl,https://www.youtube.com/watch?v=CwGwvHjnDiI,0.59,TRUE
open landmine press,SA Landmine Pull To Press,https://www.youtube.com/watch?v=hpVza5QMyZU,0.41,TRUE
SA DB Rfess,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.70,TRUE
Walking Leg Swings,Walking Leg Swings,https://www.youtube.com/watch?v=YjABGCVJ3xs,1.00,false
Repetitive broad jump,Repetitive Broad Jump,https://www.youtube.com/watch?v=4-2qfRsdrOg,1.00,false
sled sprints,Sled Sprints,https://www.youtube.com/watch?v=13msPgWZ0r8,1.00,false
Seated Alternating Hammer Curl,Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4,0.44,TRUE
half kneeling high cable chops,,,0.00,TRUE
sa db oh press variation,SA DB Bench Press,https://www.youtube.com/watch?v=hHs_qMPfkaU,0.59,TRUE
Deep stretch TRX Push Ups,TRX Push Up,https://www.youtube.com/watch?v=LC1ft-_JmeY,0.57,TRUE
Seated Hip IR's,Seated Hip Internal Rotations,https://www.youtube.com/watch?v=xTedoyAxOps,0.41,TRUE
sl mb hip lift w/knee flexions,Single Leg Hip Swings,https://www.youtube.com/watch?v=OGGR4LV3UNs,0.39,TRUE
"feet elevated yoga push up from 12-18""",Elevated Yoga Push Up,https://www.youtube.com/watch?v=qBnftxCj6c8,0.53,TRUE
dynamic rebounds in place,Rebounds In Place,https://www.youtube.com/watch?v=-_urMsYUUxc,0.72,TRUE
hanging straight leg raise with mbs,Hanging Straight Leg Raises,https://www.youtube.com/watch?v=Za1DUWepySM,0.66,TRUE
Seated Belt Squats,KB Squats,https://www.youtube.com/watch?v=UanKNRvFoJY,0.42,TRUE
BB Bent Over Row Overhand Grip,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.41,TRUE
Loaded Shoulder Axial Rotations,,,0.00,TRUE
cable shoulder rotations,Cable Shoulder Rolls,https://www.youtube.com/watch?v=4AKe2Xz3Ji0,0.60,TRUE
Plank plate switches,Plank Slides,https://www.youtube.com/watch?v=mbr-zl-w31s,0.35,TRUE
alternating ab wheel,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,0.56,TRUE
Copenhagen plank,Copenhagen Plank,https://www.youtube.com/watch?v=dp8Lk15Wix0,1.00,false
sled pull with waist belt,OH Pull Sled Walks,https://www.youtube.com/watch?v=M0CHCdXBqeQ,0.35,TRUE
Loaded Walking Lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.37,TRUE
wall slide with lift off to swimmer,Y Wall Slides To Lift Off,https://www.youtube.com/watch?v=62kr6q5WACU,0.49,TRUE
mb loaded box jump,45% Box Jump,https://www.youtube.com/watch?v=EVaKeSztA6A,0.44,TRUE
banded pec fly,Banded Pec Flys,https://www.youtube.com/watch?v=hZdVesAuHHs,0.67,TRUE
banded prone lateral walks,Banded Lateral Plank Walk,https://www.youtube.com/watch?v=Dgi-R7DuG9Q,0.40,TRUE
split stance landmine press,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.48,TRUE
Spinal extension lift offs,Bench Lift Offs,https://www.youtube.com/watch?v=iSagGNsCQMs,0.42,TRUE
Kneeling t spine rotation with scapula wing rotation,Medicine Ball T-Spine CAR,https://www.youtube.com/watch?v=4Wcnoahu79g,0.35,TRUE
supine cable bicep curls,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.51,TRUE
DB Loaded Broad Jump,DB Broad Jump,https://www.youtube.com/watch?v=tHkkzoZFd38,0.74,TRUE
meditate,,,0.00,TRUE
banded elbow flys,Banded Pec Flys,https://www.youtube.com/watch?v=hZdVesAuHHs,0.58,TRUE
Half-kneeling open t-spine rotations,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.49,TRUE
sa low cable bicep curls,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.48,TRUE
Speed BB bench press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.51,TRUE
Speed Trap Bar Deadlift,Trap Bar Deadlift,https://www.youtube.com/watch?v=vadl7QJ7FJM,0.75,TRUE
mb loaded spinal CARs standings,Standing Spine CAR,https://www.youtube.com/watch?v=KdULSg8iS8s,0.45,TRUE
Loaded Prep Step Box jumps,DB Step Into Box Jumps,https://www.youtube.com/watch?v=USUCiMuUPtQ,0.47,TRUE
MB loaded spine CARS (Standing),Standing Spine CAR,https://www.youtube.com/watch?v=KdULSg8iS8s,0.70,TRUE
OH Sled walk,Sled Walk,https://www.youtube.com/watch?v=21Jy4mXJVc0,0.60,TRUE
Chest supported T's,,,0.00,TRUE
speed conventional deadlift,Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI,0.71,TRUE
off set kb oh walks,Off Set KB Walks,https://www.youtube.com/watch?v=J0jb03wk9rw,0.77,TRUE
speed conventional deadlifts,Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI,0.45,TRUE
Speed Multi Grip Bench Press,Multi Grip Bench Press,https://www.youtube.com/watch?v=l_Riw2NovEk,0.79,TRUE
cable quadruped shoulder IR,Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs,0.48,TRUE
prone shoulder flexion pails/rails,Pails/Rails,https://www.youtube.com/watch?v=ryKSc3QFXJo,0.37,TRUE
T-spine Extension from bench,T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM,0.81,TRUE
split stance sa low cable row,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.43,TRUE
1 arm t prone trap raises,,,0.00,TRUE
Loaded V-ups,,,0.00,TRUE
BB Bent Over Row Overhand Grip with Iso Hold,Bent Over DB SA Iso Row,https://www.youtube.com/watch?v=gkh-zKIzRmo,0.36,TRUE
banded db press,Banded DB Bench Press,https://www.youtube.com/watch?v=6QF6GzI-_mc,0.76,TRUE
Low Cable Bicep Curl w Strap,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.53,TRUE
Band Assisted Shoulder ER,Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs,0.44,TRUE
Sled Pull w/waist belt,,,0.00,TRUE
Hamstring Curl Machine,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.43,TRUE
no hands leg raise,,,0.00,TRUE
SL Lateral Squat to low box's,Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk,0.63,TRUE
prone shoulder er pails/rails,Pails/Rails,https://www.youtube.com/watch?v=ryKSc3QFXJo,0.39,TRUE
mb pull over throws,,,0.00,TRUE
bb front squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.67,TRUE
falling start sprint,,,0.00,TRUE
bb box squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.71,TRUE
Bow Bar Box Squat,Bow Bar Box Squat,https://www.youtube.com/watch?v=vu-KJqB1kT8,1.00,false
mb close grip push ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.39,TRUE
Frogger Walks,,,0.00,TRUE
low incline cable tricep extensions,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.43,TRUE
seated hammer curl,Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4,0.50,TRUE
cable machine hamstring curl,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.47,TRUE
anterior loaded lateral landmine lunge,Lateral Landmine Lunge,https://www.youtube.com/watch?v=I27AR3Xn6js,0.59,TRUE
loaded box jumps,Box Jumps,https://www.youtube.com/watch?v=bzZ3EgZHSJI,0.63,TRUE
seated high cable pulls,High Cable Pull,https://www.youtube.com/watch?v=3694cgLt5aI,0.50,TRUE
lateral power shuffle,,,0.00,TRUE
lateral pogo hops,Pogo Hops,https://www.youtube.com/watch?v=GRqsvbtTXSg,0.61,TRUE
half kneeling open t spine rotations with band,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.43,TRUE
Seated Low Cable Pull,Low Cable Pull,https://www.youtube.com/watch?v=lvD3ebJr5m0,0.72,TRUE
banded overhand triceps,,,0.00,TRUE
anterior loaded alternating lateral landmine lunge,Lateral Landmine Lunge,https://www.youtube.com/watch?v=I27AR3Xn6js,0.48,TRUE
TRX ISO Holds,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.60,TRUE
TRX Tricep Extensions,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.57,TRUE
Standing ab wheel,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,0.59,TRUE
Shoulder IR Lift off,Y Wall Slides To Lift Off,https://www.youtube.com/watch?v=62kr6q5WACU,0.37,TRUE
Shoulder IR Lift offs,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.48,TRUE
hanging banded knee tuck,Hanging Knee Tucks,https://www.youtube.com/watch?v=HD0NyTJOMcw,0.51,TRUE
hanging L sit holds,L-Sit,https://www.youtube.com/watch?v=MUpd2nUjDog,0.41,TRUE
Spine Cars MB Loaded,Standing Spine CAR,https://www.youtube.com/watch?v=KdULSg8iS8s,0.57,TRUE
speed bench press w/ bow bar,Bow Bar Bench Press,https://www.youtube.com/watch?v=F55FhR_zTDk,0.55,TRUE
Depth Jump (low box to high box/explosive strength),,,0.00,TRUE
depth drop to broad jump,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.51,TRUE
DB Rfess's,DB I's,https://www.youtube.com/watch?v=jbT_JWOCZcI,0.57,TRUE
seated 90/90 hip switches hip External Rotation,Seated Hip Internal Rotations,https://www.youtube.com/watch?v=xTedoyAxOps,0.37,TRUE
Bent Over Tricep Kickbacks,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.35,TRUE
sl glute bridge,SL Elevated Glute Bridges,https://www.youtube.com/watch?v=ei593QBtVvA,0.58,TRUE
Sumo Deadlifts,Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ,0.57,TRUE
juggle,,,0.00,TRUE
pogo hop switch backs,,,0.00,TRUE
Shoulder Axial Rotations,Side Lying ER IR Shoulder Rotations,https://www.youtube.com/watch?v=QYNlhXEI8l0,0.35,TRUE
Pogo Hop,Pogo Hops,https://www.youtube.com/watch?v=GRqsvbtTXSg,0.56,TRUE
cossack squats,Cossack Squat,https://www.youtube.com/watch?v=mN9nb-iwFvE,0.57,TRUE
Kneeling Hip Flexion Lift Offs,Kneeling Flexion Extensions,https://www.youtube.com/watch?v=sbw0ARgU2dA,0.43,TRUE
hanging banded knee tucks,Hanging Knee Tucks,https://www.youtube.com/watch?v=HD0NyTJOMcw,0.74,TRUE
sled walk w/mb,Sled Walk,https://www.youtube.com/watch?v=21Jy4mXJVc0,0.56,TRUE
SSB Front squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,0.70,TRUE
speed barbell bench press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.51,TRUE
banded jumps,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.47,TRUE
open stance landmine press,Kneeling SA Landmine Press,https://www.youtube.com/watch?v=Ep5ex0vDVC0,0.41,TRUE
sumo goblet squat,Bow Bar Sumo Box Squat,https://www.youtube.com/watch?v=pfIILpjKhgc,0.36,TRUE
Half-kneeling landmine press,Kneeling SA Landmine Press,https://www.youtube.com/watch?v=Ep5ex0vDVC0,0.52,TRUE
speed bench press w/ bow bars,Bow Bar Bench Press,https://www.youtube.com/watch?v=F55FhR_zTDk,0.40,TRUE
Shoulder ER Pails/Rail,,,0.00,TRUE
Crossover Loaded Step Up,,,0.00,TRUE
Reactive MB Pullover Throws,,,0.00,TRUE
SSB split squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,0.69,TRUE
penguins,,,0.00,TRUE
Hamstring Curl Machine's,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.36,TRUE
trap bar jumps,Trap Bar Deadlift Jumps,https://www.youtube.com/watch?v=o2XoOfcuQWM,0.69,TRUE
Banded Hip IR w/benchs,,,0.00,TRUE
inverse curl,Leg Curl,https://www.youtube.com/watch?v=p6p9tn_z8xs,0.40,TRUE
quadruped sa shoulder car with t spine rotation,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,0.59,TRUE
standing hip carss,Standing Hip CAR,https://www.youtube.com/watch?v=J-6TMrUwgYc,0.35,TRUE
Prone Shoulder IR Lift offs,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.48,TRUE
offset kb oh walk,SA KB Waiter Walk,https://www.youtube.com/watch?v=tTdSceeI3Y0,0.38,TRUE
sl landmine rdl,SL Landmine RDL,https://www.youtube.com/watch?v=ZGXs9mKTWyY,1.00,false
chest support sa cable back fly,Chest Supported High Cable SA Row,https://www.youtube.com/watch?v=I3Ew1IThyV0,0.44,TRUE
tall kneeling oh mb throws,Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I,0.57,TRUE
sled pull with constant tricep extensions,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.42,TRUE
Half Kneeling SA Cable row,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.48,TRUE
half kneeling SA cable rows,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.64,TRUE
easy curl bar seal row,Kneeling Easy Curl Bar Rotations,https://www.youtube.com/watch?v=UvGrYZbuSpg,0.44,TRUE
anterior db loaded step ups,DB Step Ups,https://www.youtube.com/watch?v=KExxTPKs0v4,0.57,TRUE
landmine rotational clean to presses,,,0.00,TRUE
seated banded lat pulldowns,,,0.00,TRUE
seated belt squat,Belt Squat,https://www.youtube.com/watch?v=lB6uYvlRaVs,0.64,TRUE
1 arm Y prone trap raise,,,0.00,TRUE
Hanging Explosive Straight Leg Raise,Hanging Straight Leg Raises,https://www.youtube.com/watch?v=Za1DUWepySM,0.58,TRUE
Roll out glute & glute med,,,0.00,TRUE
Low Cable Bicep Curl,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.77,TRUE
Quadruped SA Shoulder CAR w/t-spine rotation,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,0.55,TRUE
BW reverse lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.55,TRUE
Banded core extensions,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.35,TRUE
trx push up with scapula rotation,TRX Push Up,https://www.youtube.com/watch?v=LC1ft-_JmeY,0.68,TRUE
cable Pallof press,,,0.00,TRUE
cable quadruped shoulder ER w/ Cable,Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs,0.53,TRUE
Multi-Grip Bench Press,Multi Grip Bench Press,https://www.youtube.com/watch?v=l_Riw2NovEk,1.00,false
wall slide with lift off to swimmers,Y Wall Slides To Lift Off,https://www.youtube.com/watch?v=62kr6q5WACU,0.49,TRUE
Frc swimmer with wall liftoff,,,0.00,TRUE
banded pec flys,Banded Pec Flys,https://www.youtube.com/watch?v=hZdVesAuHHs,1.00,false
Pigeon stretch w/bench,,,0.00,TRUE
tibialis curl,Tibialis Curl,https://www.youtube.com/watch?v=L7Rg6nXSsxE,1.00,false
cable shoulder ER,Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs,0.72,TRUE
cable bicep curls,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.68,TRUE
rapid fire scoop toss throw,Rapid Fire Plate Grips,https://www.youtube.com/watch?v=5AwWDfPwvUA,0.36,TRUE
sled pull between legs,,,0.00,TRUE
SL broad jump,Single Leg Box Jump,https://www.youtube.com/watch?v=B_18GKuVs0k,0.70,TRUE
russian twist,,,0.00,TRUE
anterior db loaded step up,DB Step Ups,https://www.youtube.com/watch?v=KExxTPKs0v4,0.39,TRUE
conventional deadlift,Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI,1.00,false
backwards walking lunge,,,0.00,TRUE
kb waiter walk,KB Waiter Walk Sled Walk,https://www.youtube.com/watch?v=Fn4yfjiX1CU,0.72,TRUE
chest supported db bicep curls,Bench Supported DB Curl,https://www.youtube.com/watch?v=FfDw7XzLwGc,0.44,TRUE
seated hammer curls,Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4,0.72,TRUE
Low Cable Bicep Curl w Straps,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.52,TRUE
Quadruped Hip IR PAILs/RAILs from Bench,Quadruped Stance SL Banded HIP IR With Bench,https://www.youtube.com/watch?v=miFkduI6NiU,0.41,TRUE
kb oh press variation,Standing DB OH Press With Turn,https://www.youtube.com/watch?v=Kwvazc2eHOU,0.36,TRUE
plyo push up in-between boxes,,,0.00,TRUE
Kneeling Push Up Drop,Kneeling Push Up Falls,https://www.youtube.com/watch?v=GVS2Lu94Zto,0.67,TRUE
lateral broad jump with hurdle,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.45,TRUE
Anterior loaded db reverse lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.59,TRUE
lateral step w/ vert jump,Hurdle Jump to Vert Jumpt,https://www.youtube.com/watch?v=FBeABfFrMOE,0.37,TRUE
Y reverse sled walks,Y Sled Walk,https://www.youtube.com/watch?v=nlr1QS4K-cI,0.46,TRUE
loaded broad jumps,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.43,TRUE
Loaded V Up,,,0.00,TRUE
Loaded V-Up,,,0.00,TRUE
Loaded Vertical Jump,,,0.00,TRUE
lying med ball chest pass,Lying Med Ball Press,https://www.youtube.com/watch?v=2wFMMBNeeyY,0.59,TRUE
BB RDLS,Barbell Rows,https://www.youtube.com/watch?v=VruOUqnu-_I,0.53,TRUE
Sumo Banded Pull Through,Banded Sumo Pull Throughs,https://www.youtube.com/watch?v=NUJ_IR9SQt8,0.58,TRUE
anterior loaded ssb reverse lunge,SSB Reverse Lunge,https://www.youtube.com/watch?v=2lS_OJyOEqM,0.69,TRUE
Belt Squat Marches,Belt Squat Marches,https://www.youtube.com/watch?v=Tr-RfqI9qsk,1.00,false
approach box jumps,Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM,1.00,false
bow bar bench press,Bow Bar Bench Press,https://www.youtube.com/watch?v=F55FhR_zTDk,1.00,false
wall assisted hand stand hold,,,0.00,TRUE
cardio,,,0.00,TRUE
Clap Pushups,Banded Clap Pushups,https://www.youtube.com/watch?v=T-5z33pJD68,0.65,TRUE
DB  tricep extensions w/bench,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.67,TRUE
db loaded box jumps,DB Step Into Box Jumps,https://www.youtube.com/watch?v=USUCiMuUPtQ,0.57,TRUE
